City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,vernon,50.2581,-119.2691,1.91,63,100,1.34,CA,1738270638
295,pasighat,28.0667,95.3333,14.23,92,96,1.49,IN,1738270639
296,sougueur,35.1857,1.4961,4.07,93,75,2.57,DZ,1738270641
297,hawaiian paradise park,19.5933,-154.9731,27.72,87,0,7.72,US,1738270642
298,bikenibeu village,1.3673,173.1241,26.98,94,40,6.17,KI,1738270643
299,oulmes,33.4258,-6.0014,3.9,83,76,1.37,MA,1738270644
300,lagoa,39.05,-27.9833,16.09,87,100,9.22,PT,1738270645
301,saint-denis,48.9167,2.3333,5.27,87,0,4.63,FR,1738270647
302,selkirk,50.1436,-96.8845,-2.12,80,70,1.34,CA,1738270648
303,nova sintra,14.8667,-24.7167,23.48,73,0,10.42,CV,1738270649
304,tuapse,44.1125,39.0742,9.33,59,23,1.07,RU,1738270650
305,sisimiut,66.9395,-53.6735,-8.86,64,76,6.4,GL,1738270652
306,lionel town,17.8101,-77.2406,28.58,69,16,6.13,JM,1738270653
307,athni,16.7333,75.0667,20.49,37,100,1.67,IN,1738270654
308,betio village,1.358,172.9211,27.02,85,80,7.15,KI,1738270656
309,para de minas,-19.8603,-44.6083,20.61,94,100,2.46,BR,1738270657
310,tobelo,1.7284,128.0095,26.37,80,100,1.19,ID,1738270658
311,jawhar,2.7809,45.5005,23.86,81,2,6.42,SO,1738270660
312,oromocto,45.8351,-66.4792,-11.92,44,20,5.66,CA,1738270661
313,tralee,52.2704,-9.7026,8.23,96,100,3.45,IE,1738270662
314,brokopondo,4.75,-55.1667,26.96,79,100,4.63,SR,1738270663
315,benguela,-12.5763,13.4055,26.07,74,100,1.05,AO,1738270665
316,ulladulla,-35.35,150.4667,18.7,90,100,2.6,AU,1738270666
317,whitehorse,60.7161,-135.0538,-19.99,70,100,7.2,CA,1738270454
318,bonthe,7.5264,-12.505,26.31,83,1,3.01,SL,1738270668
319,salinopolis,-0.6136,-47.3561,26.25,87,100,5.21,BR,1738270669
320,alotau,-10.3069,150.4462,26.23,88,100,1.98,PG,1738270670
321,santiago de cao,-7.9589,-79.2392,21.07,83,75,4.12,PE,1738270389
322,east london,-33.0153,27.9116,24.03,92,64,2.53,ZA,1738270523
323,basco,20.4487,121.9702,22.07,85,100,11.3,PH,1738270674
324,maba,24.6841,113.5984,13.57,77,88,1.09,CN,1738270675
325,stony brook,40.9257,-73.1409,1.65,42,20,5.14,US,1738270577
326,preobrazheniye,42.9019,133.9064,-12.43,73,3,3.61,RU,1738270677
327,kenora,49.8167,-94.4337,-0.46,69,40,2.57,CA,1738270678
328,san mariano,7.5,126.0,21.99,95,100,1.14,PH,1738270679
329,vic-en-bigorre,43.3833,0.05,8.98,98,100,3.18,FR,1738270680
330,ekuvukeni,-28.4675,30.1551,18.94,88,3,1.18,ZA,1738270681
331,hopelchen,19.7667,-89.85,32.45,46,25,4.29,MX,1738270682
332,okhotsk,59.3833,143.3,-21.39,71,0,6.42,RU,1738270683
333,mwanza,-2.5167,32.9,20.98,69,74,3.65,TZ,1738270684
334,gebeit,21.0667,36.3167,14.83,60,8,2.37,SD,1738270685
335,bathurst,-33.4166,149.5806,17.89,84,98,4.21,AU,1738270687
336,muisne,0.6,-80.0333,25.9,86,98,5.1,EC,1738270688
337,yazykovo,55.2199,56.1353,-2.52,98,100,3.34,RU,1738270689
338,bijie,27.3125,105.2942,2.65,97,100,2.24,CN,1738270690
339,portland,45.5234,-122.6762,4.89,83,100,1.54,US,1738270666
340,novyy urgal,51.0736,132.5642,-28.14,100,100,0.87,RU,1738270693
341,klaksvik,62.2266,-6.589,2.82,62,100,7.4,FO,1738270694
342,hilo,19.7297,-155.09,28.06,83,0,7.72,US,1738270420
343,kolonia town,6.964,158.206,28.06,83,100,6.69,FM,1738270696
344,tambura,5.6,27.4667,22.94,23,0,2.19,SS,1738270698
345,arkhipo-osipovka,44.37,38.52,9.62,54,71,2.25,RU,1738270699
346,taroa,8.7058,171.2275,26.96,80,67,7.33,MH,1738270700
347,elko,41.0002,-115.5012,6.79,33,0,1.96,US,1738270467
348,wismar,53.9,11.4667,5.7,94,100,4.09,DE,1738270702
349,yantzaza,-3.8278,-78.7594,23.64,91,93,0.75,EC,1738270703
350,nicoya,10.1483,-85.452,33.71,40,4,4.27,CR,1738270704
351,pangkalanbuun,-2.6833,111.6167,22.53,98,100,0.73,ID,1738270705
352,argo,37.6333,22.7333,11.33,75,0,1.98,GR,1738270706
353,illizi,26.4833,8.4667,17.22,13,0,3.95,DZ,1738270707
354,beaufort west,-32.3567,22.583,25.16,20,0,5.69,ZA,1738270708
355,greymouth,-42.4667,171.2,16.67,69,95,0.76,NZ,1738270709
356,winnemucca,40.973,-117.7357,7.03,26,0,0.0,US,1738270710
357,hammerfest,70.6634,23.6821,-1.75,93,75,9.77,NO,1738270712
358,westport,41.1415,-73.3579,1.22,40,0,3.09,US,1738270663
359,ebon,4.582,168.6964,27.78,77,13,8.51,MH,1738270715
360,ziro,27.6333,93.8333,2.98,96,91,0.34,IN,1738270716
361,kayangel,8.0823,134.7173,28.45,77,100,10.43,PW,1738270717
362,la sarre,48.8002,-79.1996,-9.78,93,100,3.28,CA,1738270718
363,alzamay,55.5562,98.6644,-31.73,100,64,0.63,RU,1738270720
364,kroya,-7.6331,109.2461,26.35,85,100,1.83,ID,1738270721
365,chibougamau,49.9168,-74.3659,-19.21,78,100,2.57,CA,1738270722
366,praia da vitoria,38.7333,-27.0667,17.14,72,40,6.23,PT,1738270723
367,san juan bautista,-14.0108,-75.7358,26.46,52,100,5.5,PE,1738270724
368,kamaishi,39.2667,141.8833,-1.66,68,69,4.19,JP,1738270726
369,pico truncado,-46.7949,-67.9573,32.14,8,0,11.49,AR,1738270727
370,flying fish cove,-10.4217,105.6791,24.82,100,100,5.66,CX,1738270728
371,baotou,40.6522,109.8222,-10.07,82,83,2.05,CN,1738270729
372,zanjan,36.6736,48.4787,-0.73,55,0,0.9,IR,1738270730
373,turabah,21.2141,41.6331,16.58,43,2,6.79,SA,1738270731
374,bathsheba,13.2167,-59.5167,29.34,65,40,9.26,BB,1738270732
375,morinville,53.8001,-113.652,-8.23,88,100,4.63,CA,1738270734
376,yakeshi,49.2833,120.7333,-34.08,100,100,1.39,CN,1738270735
377,den burg,53.0542,4.7972,4.99,87,75,4.63,NL,1738270736
378,spanish springs,39.6491,-119.7074,11.58,29,0,0.45,US,1738270737
379,revda,56.801,59.9303,-15.46,100,91,1.29,RU,1738270738
380,aibak,36.2647,68.0155,-0.66,89,91,1.39,AF,1738270739
381,dryden,49.7833,-92.7503,-2.84,74,75,1.54,CA,1738270566
382,sievi,63.9,24.5,-1.94,94,100,5.99,FI,1738270742
383,saint-francois,46.4154,3.9054,6.69,88,100,4.63,FR,1738270743
384,koungheul,13.9833,-14.8,27.5,11,29,4.53,SN,1738270744
385,al jahra',29.3375,47.6581,13.78,28,0,7.28,KW,1738270745
386,batang,-6.4846,110.7083,25.67,87,100,7.03,ID,1738270746
387,plettenberg bay,-34.0527,23.3716,20.56,81,5,2.58,ZA,1738270747
388,burewala,30.1667,72.65,12.71,33,0,3.23,PK,1738270748
389,conceicao das alagoas,-19.9147,-48.3883,23.86,89,100,0.75,BR,1738270749
390,villarrica,-25.75,-56.4333,33.32,39,55,1.2,PY,1738270750
391,nieuw amsterdam,5.8833,-55.0833,29.01,70,40,3.09,SR,1738270751
392,ilula,-7.6766,36.0366,16.38,96,38,1.44,TZ,1738270752
393,turinsk,58.0458,63.696,-25.32,100,100,1.79,RU,1738270754
394,sibay,52.7181,58.6658,-9.55,95,81,2.07,RU,1738270755
395,camlachie,43.036,-82.1616,3.24,76,0,4.63,CA,1738270756
396,qamdo,31.1667,97.2333,-4.35,58,97,2.32,CN,1738270757
397,acarau,-2.8856,-40.12,26.79,79,73,5.05,BR,1738270515
398,manavalakurichi,8.1333,77.3,26.03,85,18,1.33,IN,1738270760
399,camargo,27.6667,-105.1667,19.23,4,0,11.07,MX,1738270761
400,chhor,25.5167,69.7667,16.95,20,0,2.64,PK,1738270762
401,antofagasta,-23.65,-70.4,23.6,79,22,4.15,CL,1738270763
402,vadso,70.0744,29.7487,-0.91,100,100,10.8,NO,1738270764
403,adrar,20.5022,-10.0711,18.91,15,0,4.9,MR,1738270766
404,porto novo,6.4965,2.6036,27.11,79,41,3.21,BJ,1738270767
405,vilyuchinsk,52.9306,158.4028,-2.85,81,100,3.69,RU,1738270768
406,sao joao da barra,-21.6403,-41.0511,27.05,81,78,9.45,BR,1738270769
407,fort st. john,56.2499,-120.8529,-12.06,85,75,3.09,CA,1738270770
408,strezhevoy,60.7333,77.5889,-33.48,100,75,1.36,RU,1738270771
409,tromso,69.6496,18.957,1.01,64,40,1.54,NO,1738270609
410,empalme,27.9667,-110.8167,20.64,25,0,2.36,MX,1738270595
411,kiunga,-6.1219,141.2906,23.17,100,100,0.91,PG,1738270775
412,port douglas,-16.4833,145.4667,26.66,84,100,1.95,AU,1738270776
413,turpan,42.9333,89.1667,-2.83,47,100,0.67,CN,1738270777
414,ishim,56.1128,69.4902,-24.81,100,95,1.74,RU,1738270778
415,mangrol,21.1167,70.1167,20.71,80,7,4.55,IN,1738270779
416,katabu,-4.9333,122.5167,24.06,93,98,2.1,ID,1738270781
417,tulsipur,28.131,82.2973,11.69,55,0,3.02,NP,1738270782
418,pathein,16.7833,94.7333,19.84,88,6,1.61,MM,1738270783
419,champerico,14.3,-91.9167,29.58,60,0,4.96,GT,1738270784
420,natal,-5.795,-35.2094,30.12,66,40,7.2,BR,1738270707
421,caetes,-8.7731,-36.6225,24.5,56,79,3.81,BR,1738270786
422,suva,-18.1416,178.4415,23.71,100,75,2.06,FJ,1738270787
423,el calafate,-50.3408,-72.2768,14.55,45,100,5.91,AR,1738270732
424,kuala tungkal,-0.8167,103.4667,23.13,90,88,2.35,ID,1738270789
425,kelso,46.1468,-122.9084,2.92,81,75,4.63,US,1738270790
426,chimoio,-19.1164,33.4833,19.37,83,57,1.63,MZ,1738270791
427,mahajanga,-15.7167,46.3167,27.19,85,9,2.56,MG,1738270792
428,nemuro,43.3236,145.575,-0.86,75,100,10.08,JP,1738270793
429,pahrump,36.2083,-115.9839,13.61,23,0,1.79,US,1738270794
430,bodo,67.28,14.405,1.36,76,99,0.89,NO,1738270796
431,sao vicente,-23.9631,-46.3919,23.98,35,100,1.03,BR,1738270797
432,cabo san lucas,22.8909,-109.9124,22.64,39,0,2.24,MX,1738270723
433,aginskoye,51.1,114.53,-31.37,100,57,1.95,RU,1738270799
434,coquimbo,-29.9533,-71.3436,21.85,60,0,5.66,CL,1738270132
435,indramayu,-6.3264,108.32,25.03,86,100,5.95,ID,1738270801
436,springbok,-29.6643,17.8865,13.31,85,12,3.03,ZA,1738270803
437,laojunmiao,39.8333,97.7333,-7.02,34,74,2.0,CN,1738270804
438,impfondo,1.6381,18.0667,24.02,26,36,1.18,CG,1738270806
439,dundaga,57.5167,22.35,5.01,86,100,4.6,LV,1738270807
440,olyokminsk,60.3736,120.4264,-37.08,100,100,0.4,RU,1738270808
441,viriat,46.2548,5.2157,4.97,95,100,0.56,FR,1738270809
442,shivpuri,25.4333,77.65,16.61,30,7,1.63,IN,1738270810
443,pisco,-13.7,-76.2167,27.03,61,0,8.23,PE,1738270812
444,tchintabaraden,15.8969,5.7985,20.76,17,3,5.35,NE,1738270813
445,saint-gilles-croix-de-vie,46.6833,-1.9333,6.53,78,100,4.97,FR,1738270814
446,hofors,60.5457,16.2867,-5.12,97,65,1.54,SE,1738270815
447,lewistown,40.5992,-77.5714,6.78,71,0,0.0,US,1738270779
448,colonia,50.9333,6.95,5.54,91,75,4.12,DE,1738270642
449,kampong thom,12.7111,104.8887,17.31,69,32,1.76,KH,1738270818
450,ginir,7.1333,40.7,18.49,36,84,1.71,ET,1738270819
451,saint george's,12.0564,-61.7485,28.82,70,20,6.17,GD,1738270820
452,kayyerkan,69.3786,87.7439,-20.43,96,100,5.65,RU,1738270822
453,sorsk,54.0033,90.2467,-16.07,98,98,0.89,RU,1738270823
454,tsaratanana,-16.7833,47.65,24.53,93,74,1.47,MG,1738270824
455,batticaloa,7.7102,81.6924,25.14,87,69,1.48,LK,1738270825
456,mareeba,-17.0,145.4333,23.31,95,100,0.81,AU,1738270826
457,la cruz,23.9167,-106.9,24.27,29,8,6.18,MX,1738270827
458,viveiro,43.6623,-7.5934,9.02,66,84,1.28,ES,1738270828
459,mount isa,-20.7333,139.5,27.87,57,0,1.54,AU,1738270829
460,remire-montjoly,4.9167,-52.2667,29.02,74,75,7.2,GF,1738270830
461,luza,60.6308,47.2512,0.98,99,100,3.43,RU,1738270831
462,bedong,5.7274,100.5088,20.52,88,98,1.39,MY,1738270832
463,dalandzadgad,43.5708,104.425,-13.01,72,96,1.25,MN,1738270833
464,wuhan,30.5833,114.2667,7.05,71,100,4.72,CN,1738270834
465,urcos,-13.6861,-71.6228,15.72,62,94,3.44,PE,1738270836
466,aasiaat,68.7098,-52.8699,-11.11,61,84,7.2,GL,1738270837
467,naze,28.3667,129.4833,11.51,67,2,2.01,JP,1738270838
468,kidal,18.4411,1.4078,22.01,14,37,3.68,ML,1738270839
469,colby,39.3958,-101.0524,7.03,76,100,3.6,US,1738270840
470,bubaque,11.2833,-15.8333,25.46,72,1,5.22,GW,1738270841
471,souillac,-20.5167,57.5167,26.21,89,20,0.0,MU,1738270842
472,maniago,46.1706,12.7078,3.97,100,0,1.54,IT,1738270843
473,porto cristo,39.5395,3.333,10.43,71,10,2.68,ES,1738270844
474,greenland,43.0362,-70.8328,-3.35,43,0,6.69,US,1738270845
475,crucecita,-28.95,-58.9833,36.36,21,0,5.18,AR,1738270846
476,urzhar,47.093,81.6294,-5.29,98,100,0.86,KZ,1738270848
477,san juan de miraflores,-12.1629,-76.9635,23.29,76,98,4.6,PE,1738270849
478,kuta,-8.7233,115.1723,25.97,100,40,1.03,ID,1738270850
479,bardai,11.65,7.2333,20.38,19,41,4.62,NG,1738270851
480,mata-utu,-13.2816,-176.1745,27.89,78,94,6.03,WF,1738270852
481,riverton,40.5219,-111.9391,5.87,45,0,2.68,US,1738270853
482,kilkeel,54.062,-6.0031,4.97,90,100,7.5,GB,1738270854
483,masaka,-0.3338,31.7341,18.16,82,76,1.11,UG,1738270855
484,susuman,62.7833,148.1667,-41.49,99,57,0.37,RU,1738270782
485,callao,-12.0667,-77.15,24.16,73,64,3.6,PE,1738270746
486,quellon,-43.1167,-73.6167,19.15,59,28,4.34,CL,1738270858
487,desaguadero,-16.5656,-69.0417,14.42,50,37,6.52,PE,1738270860
488,pakxan,18.3778,103.6601,15.29,73,48,1.74,LA,1738270861
489,yulinshi,38.2906,109.7494,-4.78,79,100,2.38,CN,1738270862
490,prince rupert,54.3161,-130.3201,1.83,60,0,5.66,CA,1738270747
491,maues,-3.3836,-57.7186,28.49,76,100,0.61,BR,1738270864
492,chos malal,-37.3781,-70.2709,36.32,5,0,11.88,AR,1738270865
493,alofi,-19.0595,-169.9187,27.94,78,20,3.6,NU,1738270866
494,sao gabriel da cachoeira,-0.1303,-67.0892,26.89,86,94,1.9,BR,1738270867
495,la foa,-21.7108,165.8276,26.98,70,4,1.08,NC,1738270868
496,eirunepe,-6.6603,-69.8736,31.47,57,66,0.96,BR,1738270869
497,boa vista,2.8197,-60.6733,29.99,58,40,7.2,BR,1738270645
498,berdigestyakh,62.0989,126.6992,-40.72,100,100,0.78,RU,1738270871
499,fyzabad,26.7833,82.1333,12.83,48,2,2.68,IN,1738270873
500,shingu,33.7333,135.9833,1.56,76,7,2.19,JP,1738270874
501,fabens,31.5023,-106.1586,11.06,31,9,12.63,US,1738270875
502,onega,63.9061,38.1404,1.03,100,100,3.26,RU,1738270876
503,queenstown,-31.8976,26.8753,22.37,78,57,0.83,ZA,1738270877
504,semera,11.501,41.201,23.54,43,23,5.02,ET,1738270880
505,tara,56.8944,74.371,-20.03,99,100,1.77,RU,1738270882
506,fort mcmurray,56.7268,-111.381,-19.27,65,100,3.09,CA,1738270813
507,freetown,8.484,-13.2299,26.84,78,40,5.66,SL,1738270812
508,atchison,39.563,-95.1216,6.08,84,100,1.74,US,1738270886
509,sunchales,-30.944,-61.5615,33.92,21,0,5.1,AR,1738270887
510,mitsamiouli,-11.3847,43.2844,27.98,84,1,5.45,KM,1738270890
511,songea,-10.6833,35.65,17.57,88,34,1.22,TZ,1738270892
512,fisterra,42.9049,-9.2629,11.79,63,100,4.77,ES,1738270894
513,olonets,60.9847,32.9698,1.55,87,100,5.92,RU,1738270896
514,lorengau,-2.0226,147.2712,27.77,73,99,2.0,PG,1738270897
515,kailua-kona,19.6406,-155.9956,30.31,70,100,3.58,US,1738270899
516,nabire,-3.3667,135.4833,23.7,95,100,1.31,ID,1738270901
517,jose de freitas,-4.7564,-42.5756,27.4,67,100,0.71,BR,1738270827
518,kokopo,-4.352,152.2633,26.95,75,89,2.14,PG,1738270903
519,jinchang,38.4953,102.1739,-4.53,33,100,1.08,CN,1738270905
520,sola,-13.8833,167.55,26.01,87,100,10.81,VU,1738270906
521,gaiman,-43.2897,-65.4929,39.11,11,75,15.58,AR,1738270907
522,mahina,-17.5065,-149.489,30.87,66,20,2.06,PF,1738270908
523,sur,22.5667,59.5289,20.52,61,1,4.42,OM,1738270909
524,geraldton,-28.7667,114.6,21.23,94,20,2.57,AU,1738270911
525,dakhla,23.6848,-15.958,18.01,77,0,14.92,EH,1738270912
526,bel ombre,-4.6167,55.4167,26.91,94,40,1.54,SC,1738270913
527,kushnarenkovo,55.105,55.3508,-1.47,98,100,3.13,RU,1738270871
528,namibe,-15.1961,12.1522,23.25,79,83,3.74,AO,1738270915
529,san luis de la loma,17.2706,-100.8939,29.82,55,0,4.63,MX,1738270916
530,la ronge,55.1001,-105.2842,-22.86,64,20,2.57,CA,1738270917
531,timbuktu,16.7735,-3.0074,23.07,10,28,5.06,ML,1738270919
532,metlili chaamba,32.2667,3.6333,13.52,38,40,3.09,DZ,1738270920
533,amga,60.8953,131.9608,-41.06,100,100,0.68,RU,1738270921
534,heunghae,36.1125,129.3522,-0.78,82,20,2.88,KR,1738270922
535,ayios konstandinos,38.6333,21.4,8.97,97,25,1.71,GR,1738270923
536,papao,-17.75,-149.55,30.82,76,14,8.31,PF,1738270925
537,galesong,-5.3166,119.3661,25.42,80,100,1.89,ID,1738270926
538,taksimo,56.3444,114.8794,-24.48,97,100,0.12,RU,1738270927
539,nueva helvecia,-34.3,-57.2333,30.33,47,0,8.27,UY,1738270877
540,bena,11.2844,5.9347,23.55,16,9,3.89,NG,1738270930
541,brandon,27.9378,-82.2859,27.81,50,0,4.12,US,1738270931
542,kuybyshev,55.4475,78.3218,-16.97,96,100,3.07,RU,1738270932
543,kolonia,50.9333,6.95,5.54,91,75,4.12,DE,1738270809
544,labytnangi,66.6572,66.4183,-23.28,99,100,2.63,RU,1738270934
545,sungai penuh,-2.0833,101.3833,17.27,94,85,1.3,ID,1738270935
546,malanje,-9.5402,16.341,17.74,97,100,1.63,AO,1738270936
547,barra do corda,-5.5,-45.25,24.56,93,96,1.48,BR,1738270808
548,mehndawal,26.9753,83.1117,11.73,51,0,1.95,IN,1738270938
549,vuktyl,63.8567,57.3094,-13.27,96,100,2.18,RU,1738270939
550,ciudad sabinas hidalgo,26.5,-100.1667,24.38,26,67,4.59,MX,1738270914
551,dawson creek,55.7666,-120.2362,-11.2,79,100,3.09,CA,1738270942
552,daloa,6.8774,-6.4502,26.97,39,85,0.73,CI,1738270884
553,anastasiyevskaya,45.2158,37.8926,7.83,53,12,1.43,RU,1738270944
554,mabaruma,8.2,-59.7833,25.82,76,83,2.27,GY,1738270945
555,palmer,42.1584,-72.3287,-1.54,36,20,5.14,US,1738270723
556,trenggalek,-8.05,111.7167,23.19,95,100,1.88,ID,1738270947
557,puerto baquerizo moreno,-0.9,-89.6,28.55,70,40,7.72,EC,1738270948
558,ust'-kulom,61.6864,53.6902,-4.67,96,100,2.9,RU,1738270949
559,puerto leguizamo,-0.1934,-74.7819,26.44,85,89,1.17,CO,1738270950
560,rio san juan,19.6439,-70.0763,25.66,76,7,4.85,DO,1738270951
561,heihe,50.2441,127.4902,-16.68,93,100,2.04,CN,1738270952
562,bontang,0.1333,117.5,24.16,90,100,2.02,ID,1738270954
563,las lomitas,-24.7096,-60.593,36.89,25,80,3.4,AR,1738270955
564,sibut,5.718,19.0739,25.72,20,86,1.67,CF,1738270956
565,ivdel',60.6911,60.4206,-25.62,100,97,0.98,RU,1738270957
566,krapivinskiy,54.9992,86.8133,-9.44,96,100,1.99,RU,1738270958
567,kudahuvadhoo,2.6708,72.8944,27.44,76,100,4.85,MV,1738270960
568,cidreira,-30.1811,-50.2056,24.12,74,23,5.04,BR,1738270961
569,siavonga,-16.5382,28.7088,22.68,88,99,2.41,ZM,1738270962
570,georgievka,49.3314,81.5761,-6.7,96,100,2.16,KZ,1738270963
571,rocha,-34.4833,-54.3333,24.65,52,0,6.19,UY,1738270808
572,gazojak,41.1875,61.4036,-0.21,81,13,1.5,TM,1738270965
573,xilin hot,43.9667,116.0333,-24.2,95,99,1.16,CN,1738270966
574,itaituba,-4.2761,-55.9836,30.09,70,40,1.54,BR,1738270856
575,oxelosund,58.6706,17.1015,2.21,100,75,0.0,SE,1738270968
576,nyagan,62.1406,65.3936,-27.37,100,74,1.7,RU,1738271973
577,calintaan,12.5667,120.9333,25.5,72,99,2.92,PH,1738271974
578,ilomantsi,62.6716,30.9328,-0.56,95,100,3.95,FI,1738271975
579,kushuhum,47.7144,35.2092,6.43,92,89,2.01,UA,1738271976
580,bosaso,11.2842,49.1816,22.7,75,7,1.69,SO,1738271977
581,yelets,52.6237,38.5017,3.57,94,86,2.84,RU,1738271979
582,bukama,-9.2,25.85,20.79,97,100,1.62,CD,1738271980
583,armacao de buzios,-22.7469,-41.8817,28.03,84,100,10.96,BR,1738271981
584,douz,33.4663,9.0203,13.95,30,100,3.42,TN,1738271982
585,santa ana,33.7456,-117.8678,15.46,64,75,3.6,US,1738271524
586,terra roxa,-23.8557,-50.0314,24.38,86,44,0.71,BR,1738271984
587,weno,7.4515,151.8468,28.26,76,89,10.2,FM,1738271985
588,puerto lempira,15.2667,-83.7667,28.46,68,55,5.07,HN,1738271986
589,vilyuysk,63.7553,121.6247,-40.88,100,86,1.2,RU,1738271747
590,mucurici,-18.0933,-40.5158,26.33,61,100,5.49,BR,1738271988
